,AdapterTime,BidPx,AskPx
5568,2019-03-15 13:41:24.802811,1.13228,1.13234
5569,2019-03-15 13:41:24.810730,1.13229,1.13234
5570,2019-03-15 13:41:24.815789,1.13229,1.13235
5571,2019-03-15 13:41:24.820880,1.13228,1.13235
5572,2019-03-15 13:41:24.835543,1.13229,1.13235
5573,2019-03-15 13:41:24.855952,1.13228,1.13236
5574,2019-03-15 13:41:24.865953,1.13229,1.13235
5575,2019-03-15 13:41:24.885923,1.13228,1.13235
5576,2019-03-15 13:41:24.900365,1.13229,1.13235
5577,2019-03-15 13:41:25.870819,1.13228,1.13235
5578,2019-03-15 13:41:26.075241,1.13228,1.13236
5579,2019-03-15 13:41:26.635413,1.13228,1.13236
5580,2019-03-15 13:41:26.980467,1.13233,1.13236
5581,2019-03-15 13:41:26.985436,1.13228,1.13235
5582,2019-03-15 13:41:27.144924,1.13228,1.13235
5583,2019-03-15 13:41:27.370969,1.13228,1.13235
5584,2019-03-15 13:41:27.400796,1.13228,1.13235
5585,2019-03-15 13:41:27.640780,1.13228,1.13235
5586,2019-03-15 13:41:27.840518,1.13229,1.13237
5587,2019-03-15 13:41:27.846955,1.1323,1.13239
5588,2019-03-15 13:41:27.855820,1.1323,1.13239
5589,2019-03-15 13:41:27.865797,1.1323,1.13237
5590,2019-03-15 13:41:27.905438,1.1323,1.13238
5591,2019-03-15 13:41:27.915758,1.1323,1.13238
5592,2019-03-15 13:41:27.926491,1.13234,1.13238
5593,2019-03-15 13:41:27.965383,1.13233,1.13238
5594,2019-03-15 13:41:27.971582,1.13232,1.13237
5595,2019-03-15 13:41:27.976654,1.13229,1.13236
5596,2019-03-15 13:41:27.981702,1.13229,1.13236
5597,2019-03-15 13:41:27.986665,1.13229,1.13236
5598,2019-03-15 13:41:27.991699,1.13229,1.13237
5599,2019-03-15 13:41:28.030748,1.13229,1.13237
5600,2019-03-15 13:41:28.098953,1.1323,1.13238
5601,2019-03-15 13:41:28.106192,1.13229,1.13237
5602,2019-03-15 13:41:28.111199,1.13229,1.13236
5603,2019-03-15 13:41:28.116186,1.13229,1.13237
5604,2019-03-15 13:41:28.129278,1.13229,1.13237
5605,2019-03-15 13:41:28.134239,1.13229,1.13237
5606,2019-03-15 13:41:28.226474,1.13229,1.13236
5607,2019-03-15 13:41:28.231511,1.13229,1.13236
5608,2019-03-15 13:41:28.236636,1.13228,1.13235
5609,2019-03-15 13:41:28.529732,1.13228,1.13235
5610,2019-03-15 13:41:28.535760,1.13229,1.13236
5611,2019-03-15 13:41:28.825892,1.13228,1.13235
5612,2019-03-15 13:41:29.526263,1.13229,1.13236
5613,2019-03-15 13:41:29.535757,1.1323,1.13237
5614,2019-03-15 13:41:29.650542,1.13229,1.13236
5615,2019-03-15 13:41:29.655785,1.13229,1.13235
5616,2019-03-15 13:41:29.710770,1.13229,1.13236
5617,2019-03-15 13:41:29.740793,1.13228,1.13235
5618,2019-03-15 13:41:29.820772,1.13229,1.13236
5619,2019-03-15 13:41:29.932733,1.13229,1.13237
5620,2019-03-15 13:41:29.937719,1.1323,1.13237
5621,2019-03-15 13:41:30.135406,1.13229,1.13237
5622,2019-03-15 13:41:30.757630,1.1323,1.13237
5623,2019-03-15 13:41:32.181608,1.13229,1.13237
5624,2019-03-15 13:41:32.510916,1.13233,1.13238
5625,2019-03-15 13:41:32.520417,1.13234,1.13238
5626,2019-03-15 13:41:32.610768,1.13234,1.13239
5627,2019-03-15 13:41:32.665387,1.13234,1.13238
5628,2019-03-15 13:41:32.769843,1.13234,1.13238
5629,2019-03-15 13:41:32.942144,1.13233,1.13237
5630,2019-03-15 13:41:32.947123,1.13233,1.13238
5631,2019-03-15 13:41:33.630426,1.13234,1.13238
5632,2019-03-15 13:41:34.543382,1.13234,1.13238
5633,2019-03-15 13:41:35.254441,1.1323,1.13237
5634,2019-03-15 13:41:35.260991,1.13229,1.13237
5635,2019-03-15 13:41:35.265983,1.13229,1.13236
5636,2019-03-15 13:41:35.270949,1.13229,1.13236
5637,2019-03-15 13:41:35.315769,1.13229,1.13237
5638,2019-03-15 13:41:35.325803,1.1323,1.13237
